time,amplitude,fluxintegral,power
0,0,0.90903992603697,0
0.0001953125,1,0.90903992603697,0.99994391864067
0.000390625,1,0.90903992603697,0.99994391864067
0.0005859375,1,0.90903992603697,0.99994391864067
0.00078125,1,0.90903992603697,0.99994391864067
0.0009765625,1,0.90903992603697,0.99994391864067
0.001171875,1,0.90903992603697,0.99994391864067
0.0013671875,1,0.90903992603697,0.99994391864067
0.0015625,1,0.90903992603697,0.99994391864067
0.0017578125,1,0.90903992603697,0.99994391864067
0.001953125,1,0.90903992603697,0.99994391864067
0.0021484375,1,0.90903992603697,0.99994391864067
0.00234375,1,0.90903992603697,0.99994391864067
0.0025390625,1,0.90903992603697,0.99994391864067
0.002734375,1,0.90903992603697,0.99994391864067
0.0029296875,1,0.90903992603697,0.99994391864067
0.003125,1,0.90903992603697,0.99994391864067
0.0033203125,1,0.90903992603697,0.99994391864067
0.003515625,1,0.90903992603697,0.99994391864067
0.0037109375,1,0.90903992603697,0.99994391864067
0.00390625,1,0.90903992603697,0.99994391864067
0.0041015625,1,0.90903992603697,0.99994391864067
0.004296875,1,0.90903992603697,0.99994391864067
0.0044921875,1,0.90903992603697,0.99994391864067
0.0046875,1,0.90903992603697,0.99994391864067
0.0048828125,1,0.90903992603697,0.99994391864067
0.005078125,1,0.90903992603697,0.99994391864067
0.0052734375,1,0.90903992603697,0.99994391864067
0.00546875,1,0.90903992603697,0.99994391864067
0.0056640625,1,0.90903992603697,0.99994391864067
0.005859375,1,0.90903992603697,0.99994391864067
0.0060546875,1,0.90903992603697,0.99994391864067
0.00625,1,0.90903992603697,0.99994391864067
0.0064453125,1,0.90903992603697,0.99994391864067
0.006640625,1,0.90903992603697,0.99994391864067
0.0068359375,1,0.90903992603697,0.99994391864067
0.00703125,1,0.90903992603697,0.99994391864067
0.0072265625,1,0.90903992603697,0.99994391864067
0.007421875,1,0.90903992603697,0.99994391864067
0.0076171875,1,0.90903992603697,0.99994391864067
0.0078125,1,0.90903992603697,0.99994391864067
0.0080078125,1,0.90903992603697,0.99994391864067
0.008203125,1,0.90903992603697,0.99994391864067
0.0083984375,1,0.90903992603697,0.99994391864067
0.00859375,1,0.90903992603697,0.99994391864067
0.0087890625,1,0.90903992603697,0.99994391864067
0.008984375,1,0.90903992603697,0.99994391864067
0.0091796875,1,0.90903992603697,0.99994391864067
0.009375,1,0.90903992603697,0.99994391864067
0.0095703125,1,0.90903992603697,0.99994391864067
0.009765625,1,0.90903992603697,0.99994391864067
0.0099609375,1,0.90903992603697,0.99994391864067
0.01015625,1,0.90903992603697,0.99994391864067
0.0103515625,1,0.90903992603697,0.99994391864067
0.010546875,1,0.90903992603697,0.99994391864067
0.0107421875,1,0.90903992603697,0.99994391864067
0.0109375,1,0.90903992603697,0.99994391864067
0.0111328125,1,0.90903992603697,0.99994391864067
0.011328125,1,0.90903992603697,0.99994391864067
0.0115234375,1,0.90903992603697,0.99994391864067
0.01171875,1,0.90903992603697,0.99994391864067
0.0119140625,1,0.90903992603697,0.99994391864067
0.012109375,1,0.90903992603697,0.99994391864067
